type;created_at;snapshot_id;status;parent;branch;depth;idea;benchmark_preset;native_avg;native_p50;timsort_avg;timsort_p50;delta_vs_immediate_parent_overall_score_p50;display_preset_improvement_vs_native_avg;preset_score_p50;display_preset_improvement_vs_native_p50;anchor_id;anchor_score_p50;delta_vs_anchor_score_p50;suite_presets;primary_metric;benchmark_flow;order_mode;ab_testing;warmup_enabled;warmup_runs_per_combination;preset_quick_score_p50;anchor_preset_quick_score_p50;delta_vs_anchor_preset_quick_score_p50;preset_medium_score_p50;anchor_preset_medium_score_p50;delta_vs_anchor_preset_medium_score_p50;preset_balanced_score_p50;anchor_preset_balanced_score_p50;delta_vs_anchor_preset_balanced_score_p50;passed;failed;total_ms;threshold;tests_failed;anchor_preset_score_p50;current_preset_score_p50;delta_vs_anchor_preset_score_p50;benchmark_step_total;iteration_total;suite_benchmark_current_total;suite_benchmark_parent_total;suite_benchmark_combined_total;overall_score_p50;anchor_overall_score_p50;delta_vs_anchor_overall_score_p50;anchor_improvement_vs_native_overall_p50;improvement_vs_native_overall_p50;reason;anchor;syntax_message
snapshot;2026-03-23T12:14:38.608Z;0035;loser;0034;B03.S01.S01.S02;2;B03.S01.S01.S02 depth2: with minMerge56 lower BULK_COPY_THRESHOLD 1088->896;medium;63,144 ms;64,633 ms;62,483 ms;63,913 ms;-0,892%;1,048%;0,987170;1,283%;0017;0,974452;-0,160%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,951384;0,959069;0,801%;0,987170;0,983386;-0,385%;0,989968;0,981088;-0,905%;7/7;0;395,613 ms;1,00%;0;0,983386;0,987170;-0,385%;84581,000 ms (84,581 s);84989,000 ms (84,989 s);19089,513 ms (19,090 s);19252,250 ms (19,252 s);57899,747 ms (57,900 s);0,976015;0,974452;-0,160%;2,555%;2,399%;;;
snapshot;2026-03-23T12:16:22.685Z;0036;loser;0035;B03.S01.S01.S02;3;B03.S01.S01.S02 depth3: raise DEFAULT_MIN_GALLOPING 10->11;medium;65,582 ms;63,369 ms;63,675 ms;61,327 ms;4,090%;2,908%;0,979784;2,022%;0017;0,945517;0,996%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,857138;0,897979;4,548%;0,979784;0,958044;-2,269%;0,976742;0,982553;0,591%;7/7;0;390,451 ms;1,00%;0;0,958044;0,979784;-2,269%;85273,000 ms (85,273 s);85673,000 ms (85,673 s);19199,855 ms (19,200 s);19281,308 ms (19,281 s);58387,838 ms (58,388 s);0,936096;0,945517;0,996%;5,448%;6,390%;;;
snapshot;2026-03-23T12:18:07.603Z;0037;loser;0036;B03.S01.S01.S02;4;B03.S01.S01.S02 depth4: with minGalloping11 raise DEFAULT_MIN_MERGE 56->60;medium;66,828 ms;69,194 ms;63,296 ms;65,872 ms;-0,186%;5,285%;0,937496;6,250%;0017;0,934957;-0,308%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,888643;0,894129;0,614%;0,937496;0,924446;-1,412%;0,990118;0,988765;-0,137%;7/7;0;415,757 ms;1,00%;0;0,924446;0,937496;-1,412%;85503,000 ms (85,503 s);85930,000 ms (85,930 s);19360,125 ms (19,360 s);19289,407 ms (19,289 s);58718,700 ms (58,719 s);0,937838;0,934957;-0,308%;6,504%;6,216%;;;
snapshot;2026-03-23T12:19:58.524Z;0038;loser;0037;B03.S01.S01.S02;5;B03.S01.S01.S02 depth5: final try lower BULK_COPY_THRESHOLD 896->768;medium;64,558 ms;68,653 ms;63,209 ms;65,793 ms;-2,747%;2,090%;0,968489;3,151%;0017;0,956631;-0,729%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,928364;0,933229;0,521%;0,968489;0,975745;0,744%;0,995123;0,961409;-3,507%;7/7;0;396,435 ms;1,00%;0;0,975745;0,968489;0,744%;85446,000 ms (85,446 s);85864,000 ms (85,864 s);19307,457 ms (19,307 s);19166,104 ms (19,166 s);58354,582 ms (58,355 s);0,963600;0,956631;-0,729%;4,337%;3,640%;;;
snapshot;2026-03-23T15:30:06.068Z;0039;loser;0017;B03.S01.S01.S03;1;B03.S01.S01.S03 depth1: sibling from 0017 sweep DEFAULT_MIN_MERGE 40->48;medium;61,778 ms;64,761 ms;59,492 ms;56,166 ms;4,059%;3,701%;0,963022;3,698%;0017;0,951646;1,177%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,911410;0,925096;1,479%;0,963022;0,958071;-0,517%;0,947645;0,972394;2,545%;7/7;0;386,200 ms;1,00%;0;0,958071;0,963022;-0,517%;79252,000 ms (79,252 s);79649,000 ms (79,649 s);17883,546 ms (17,884 s);17950,608 ms (17,951 s);54446,570 ms (54,447 s);0,940442;0,951646;1,177%;4,835%;5,956%;;;
snapshot;2026-03-23T15:31:47.264Z;0040;loser;0039;B03.S01.S01.S03;2;B03.S01.S01.S03 depth2: with minMerge48 lower BULK_COPY_THRESHOLD 1088->960;medium;62,516 ms;65,418 ms;58,628 ms;62,424 ms;-0,668%;6,219%;0,936342;6,366%;0017;0,933592;-1,407%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,935005;0,896509;-4,294%;0,936342;0,952808;1,728%;0,969220;0,952602;-1,745%;7/7;0;395,849 ms;1,00%;0;0,952808;0,936342;1,728%;80126,000 ms (80,126 s);80533,000 ms (80,533 s);18021,119 ms (18,021 s);17964,751 ms (17,965 s);54992,129 ms (54,992 s);0,946725;0,933592;-1,407%;6,641%;5,328%;;;
snapshot;2026-03-23T15:33:36.062Z;0041;loser;0040;B03.S01.S01.S03;3;B03.S01.S01.S03 depth3: with minMerge48+threshold960 lower DEFAULT_MIN_GALLOPING 10->9;medium;60,374 ms;61,833 ms;59,382 ms;56,862 ms;-3,269%;1,643%;1,012938;-1,294%;0017;0,982918;0,533%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,940803;0,940552;-0,027%;1,012938;1,016885;0,388%;0,980625;0,992880;1,234%;7/7;0;356,767 ms;1,00%;0;1,016885;1,012938;0,388%;79715,000 ms (79,715 s);80081,000 ms (80,081 s);18010,265 ms (18,010 s);18207,411 ms (18,207 s);54859,949 ms (54,860 s);0,977676;0,982918;0,533%;1,708%;2,232%;;;
snapshot;2026-03-23T15:35:16.091Z;0042;loser;0041;B03.S01.S01.S03;4;B03.S01.S01.S03 depth4: raise DEFAULT_MIN_MERGE 48->64 to push overall gain above threshold;medium;62,018 ms;64,408 ms;58,723 ms;56,054 ms;1,367%;5,313%;0,973357;2,664%;0017;0,955450;-0,928%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,947134;0,938733;-0,895%;0,973357;0,971056;-0,237%;0,972680;0,956837;-1,656%;7/7;0;370,607 ms;1,00%;0;0,971056;0,973357;-0,237%;79963,000 ms (79,963 s);80343,000 ms (80,343 s);18011,501 ms (18,012 s);18137,435 ms (18,137 s);55008,930 ms (55,009 s);0,964312;0,955450;-0,928%;4,455%;3,569%;;;
snapshot;2026-03-23T15:36:54.296Z;0043;winner;0042;B03.S01.S01.S03;5;B03.S01.S01.S03 depth5: final recovery BULK_COPY_THRESHOLD 960->1088;medium;58,997 ms;56,460 ms;58,619 ms;58,824 ms;-0,477%;0,641%;0,979894;2,011%;0017;0,987292;1,862%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,959213;1,002238;4,293%;0,979894;0,991578;1,178%;0,967741;0,968366;0,065%;7/7;0;368,992 ms;1,00%;0;0,991578;0,979894;1,178%;78932,000 ms (78,932 s);79313,000 ms (79,313 s);17827,521 ms (17,828 s);17933,368 ms (17,933 s);54073,531 ms (54,074 s);0,968912;0,987292;1,862%;1,271%;3,109%;;;
snapshot;2026-03-23T15:38:48.679Z;0044;loser;0043;B03.S01.S01.S03.S01;1;B03.S01.S01.S03.S01 depth1: from anchor0043 raise DEFAULT_MIN_GALLOPING 9->10;medium;60,675 ms;62,951 ms;58,814 ms;60,861 ms;0,603%;3,067%;0,969044;3,096%;0043;0,940757;-2,372%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,940325;0,919812;-2,230%;0,969044;0,955945;-1,370%;0,980292;0,946891;-3,527%;7/7;0;414,354 ms;1,00%;0;0,955945;0,969044;-1,370%;78850,000 ms (78,850 s);79279,000 ms (79,279 s);18046,238 ms (18,046 s);17630,360 ms (17,630 s);54258,186 ms (54,258 s);0,963072;0,940757;-2,372%;5,924%;3,693%;;;
snapshot;2026-03-23T15:40:47.591Z;0045;loser;0044;B03.S01.S01.S03.S01;2;B03.S01.S01.S03.S01 depth2: lower DEFAULT_MIN_MERGE 64->56 for faster short-run handling;medium;61,491 ms;65,017 ms;58,258 ms;61,652 ms;-0,809%;5,258%;0,974313;2,569%;0043;0,966996;-0,400%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,969352;0,969301;-0,005%;0,974313;0,947514;-2,828%;0,968944;0,984532;1,583%;7/7;0;404,583 ms;1,00%;0;0,947514;0,974313;-2,828%;79545,000 ms (79,545 s);79961,000 ms (79,961 s);17845,129 ms (17,845 s);17842,779 ms (17,843 s);54305,420 ms (54,305 s);0,970867;0,966996;-0,400%;3,300%;2,913%;;;
snapshot;2026-03-23T15:42:24.476Z;0046;loser;0045;B03.S01.S01.S03.S01;3;B03.S01.S01.S03.S01 depth3: with minMerge56 lower BULK_COPY_THRESHOLD 1088->960;medium;59,097 ms;54,056 ms;58,005 ms;59,813 ms;1,585%;1,849%;0,971936;2,806%;0043;0,941568;-1,478%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,940664;0,942406;0,185%;0,971936;0,942359;-3,139%;0,954103;0,939942;-1,507%;7/7;0;384,994 ms;1,00%;0;0,942359;0,971936;-3,139%;78445,000 ms (78,445 s);78841,000 ms (78,841 s);17820,918 ms (17,821 s);17567,423 ms (17,567 s);53900,539 ms (53,901 s);0,955482;0,941568;-1,478%;5,843%;4,452%;;;
snapshot;2026-03-23T15:44:16.952Z;0047;loser;0046;B03.S01.S01.S03.S01;4;B03.S01.S01.S03.S01 depth4: restore DEFAULT_MIN_GALLOPING 10->9;medium;64,008 ms;63,446 ms;60,375 ms;58,405 ms;2,258%;5,676%;0,939858;6,014%;0043;0,957326;2,446%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,884728;0,970268;8,816%;0,939858;0,949473;1,013%;0,979580;0,952369;-2,857%;7/7;0;387,797 ms;1,00%;0;0,949473;0,939858;1,013%;80526,000 ms (80,526 s);80935,000 ms (80,935 s);18176,654 ms (18,177 s);18073,924 ms (18,074 s);55338,249 ms (55,338 s);0,933908;0,957326;2,446%;4,267%;6,609%;;;
snapshot;2026-03-23T15:45:53.288Z;0048;loser;0047;B03.S01.S01.S03.S01;5;B03.S01.S01.S03.S01 depth5: final try raise DEFAULT_MIN_MERGE 56->64 to recover balanced guardrail;medium;63,518 ms;61,202 ms;59,469 ms;59,003 ms;-0,848%;6,375%;0,940485;5,952%;0043;0,950697;0,933%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,942241;0,984853;4,327%;0,940485;0,922802;-1,916%;0,942764;0,945467;0,286%;7/7;0;351,838 ms;1,00%;0;0,922802;0,940485;-1,916%;79670,000 ms (79,670 s);80033,000 ms (80,033 s);18036,159 ms (18,036 s);17866,935 ms (17,867 s);54873,011 ms (54,873 s);0,941829;0,950697;0,933%;4,930%;5,817%;;;
snapshot;2026-03-23T15:47:35.208Z;0049;loser;0043;B03.S01.S01.S03.S02;1;B03.S01.S01.S03.S02 depth1: sibling sweep DEFAULT_MIN_MERGE 64->72;medium;61,839 ms;61,150 ms;59,908 ms;60,467 ms;0,230%;3,123%;0,965213;3,479%;0043;0,942701;-2,544%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,941215;0,935178;-0,646%;0,965213;0,925385;-4,304%;0,994343;0,968066;-2,714%;7/7;0;374,747 ms;1,00%;0;0,925385;0,965213;-4,304%;78569,000 ms (78,569 s);78955,000 ms (78,955 s);18124,244 ms (18,124 s);17644,211 ms (17,644 s);54328,461 ms (54,328 s);0,966680;0,942701;-2,544%;5,730%;3,332%;;;
snapshot;2026-03-23T15:49:15.456Z;0050;loser;0049;B03.S01.S01.S03.S02;2;B03.S01.S01.S03.S02 depth2: refine DEFAULT_MIN_MERGE 72->68;medium;60,946 ms;64,021 ms;59,383 ms;59,981 ms;2,640%;2,565%;0,971854;2,815%;0043;0,944941;0,400%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,919026;0,933560;1,557%;0,971854;0,942137;-3,154%;0,933393;0,959307;2,701%;7/7;0;392,350 ms;1,00%;0;0,942137;0,971854;-3,154%;78752,000 ms (78,752 s);79154,000 ms (79,154 s);17752,526 ms (17,753 s);17803,840 ms (17,804 s);54356,568 ms (54,357 s);0,941162;0,944941;0,400%;5,506%;5,884%;;;
snapshot;2026-03-23T15:50:52.111Z;0051;winner;0050;B03.S01.S01.S03.S02;3;B03.S01.S01.S03.S02 depth3: with minMerge68 lower BULK_COPY_THRESHOLD 1088->960;medium;61,704 ms;64,424 ms;58,279 ms;61,700 ms;0,726%;5,550%;0,947964;5,204%;0043;0,960440;2,719%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,913397;0,942440;3,082%;0,947964;0,970419;2,314%;0,941998;0,968720;2,758%;7/7;0;373,944 ms;1,00%;0;0,970419;0,947964;2,314%;78966,000 ms (78,966 s);79349,000 ms (79,349 s);17541,716 ms (17,542 s);17891,493 ms (17,891 s);54092,861 ms (54,093 s);0,934330;0,960440;2,719%;3,956%;6,567%;;;
snapshot;2026-03-23T15:52:32.373Z;0052;winner;0051;B03.S01.S01.S03.S02.S01;1;B03.S01.S01.S03.S02.S01 depth1: from anchor0051 lower DEFAULT_MIN_GALLOPING 9->8;medium;61,882 ms;64,242 ms;58,360 ms;59,383 ms;-1,495%;5,692%;0,930235;6,977%;0051;0,964029;1,631%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,949038;0,947538;-0,158%;0,930235;0,963546;3,457%;0,965970;0,981299;1,562%;7/7;0;359,723 ms;1,00%;0;0,963546;0,930235;3,457%;80236,000 ms (80,236 s);80606,000 ms (80,606 s);18039,058 ms (18,039 s);18234,609 ms (18,235 s);55202,723 ms (55,203 s);0,948302;0,964029;1,631%;3,597%;5,170%;;;
snapshot;2026-03-23T15:54:13.806Z;0053;winner;0052;B03.S01.S01.S03.S02.S01.S01;1;B03.S01.S01.S03.S02.S01.S01 depth1: from anchor0052 lower DEFAULT_MIN_GALLOPING 8->7;medium;62,198 ms;62,092 ms;58,993 ms;58,775 ms;-0,122%;5,152%;0,946983;5,302%;0052;0,960844;1,184%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,947767;0,951542;0,397%;0,946983;0,951745;0,500%;0,953653;0,979512;2,640%;7/7;0;368,569 ms;1,00%;0;0,951745;0,946983;0,500%;79226,000 ms (79,226 s);79605,000 ms (79,605 s);17807,068 ms (17,807 s);17996,382 ms (17,996 s);54601,002 ms (54,601 s);0,949463;0,960844;1,184%;3,916%;5,054%;;;
snapshot;2026-03-23T15:55:47.997Z;0054;loser;0053;B03.S01.S01.S03.S02.S01.S01.S01;1;B03.S01.S01.S03.S02.S01.S01.S01 depth1: from anchor0053 lower DEFAULT_MIN_GALLOPING 7->6;medium;61,024 ms;62,917 ms;57,585 ms;55,849 ms;0,177%;5,635%;0,941216;5,878%;0053;0,957325;0,996%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,923323;0,930918;0,816%;0,941216;0,958898;1,844%;0,979687;0,982868;0,324%;7/7;0;369,869 ms;1,00%;0;0,958898;0,941216;1,844%;79110,000 ms (79,110 s);79493,000 ms (79,493 s);17895,320 ms (17,895 s);17914,922 ms (17,915 s);54355,969 ms (54,356 s);0,947786;0,957325;0,996%;4,267%;5,221%;;;
snapshot;2026-03-23T15:57:23.472Z;0055;loser;0054;B03.S01.S01.S03.S02.S01.S01.S01;2;B03.S01.S01.S03.S02.S01.S01.S01 depth2: lower DEFAULT_MIN_MERGE 68->64 to push over threshold;medium;60,952 ms;62,175 ms;58,691 ms;56,600 ms;-2,578%;3,711%;0,964992;3,501%;0053;0,965536;-0,692%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,979203;0,952524;-2,801%;0,964992;0,983304;1,862%;0,972513;0,961040;-1,194%;7/7;0;403,982 ms;1,00%;0;0,983304;0,964992;1,862%;78737,000 ms (78,737 s);79151,000 ms (79,151 s);17726,194 ms (17,726 s);17720,750 ms (17,721 s);53933,007 ms (53,933 s);0,972219;0,965536;-0,692%;3,446%;2,778%;;;
snapshot;2026-03-23T15:59:06.941Z;0056;loser;0055;B03.S01.S01.S03.S02.S01.S01.S01;3;B03.S01.S01.S03.S02.S01.S01.S01 depth3: revert DEFAULT_MIN_MERGE 64->68 after regression;medium;60,973 ms;63,506 ms;58,877 ms;59,702 ms;0,170%;3,438%;0,984873;1,513%;0053;0,961769;-0,915%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,972660;0,948143;-2,586%;0,984873;0,968623;-1,678%;0,954413;0,968689;1,474%;7/7;0;374,371 ms;1,00%;0;0,968623;0,984873;-1,678%;79567,000 ms (79,567 s);79952,000 ms (79,952 s);18016,553 ms (18,017 s);17953,217 ms (17,953 s);54669,011 ms (54,669 s);0,970567;0,961769;-0,915%;3,823%;2,943%;;;
snapshot;2026-03-23T16:00:44.008Z;0057;loser;0056;B03.S01.S01.S03.S02.S01.S01.S01;4;B03.S01.S01.S03.S02.S01.S01.S01 depth4: lower BULK_COPY_THRESHOLD 960->896;medium;62,502 ms;61,202 ms;59,791 ms;58,253 ms;0,738%;4,338%;0,978214;2,179%;0053;0,954476;-0,935%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,925692;0,935076;1,004%;0,978214;0,947120;-3,283%;0,987467;0,981846;-0,572%;7/7;0;364,555 ms;1,00%;0;0,947120;0,978214;-3,283%;79728,000 ms (79,728 s);80104,000 ms (80,104 s);18109,073 ms (18,109 s);17997,735 ms (17,998 s);54926,982 ms (54,927 s);0,963402;0,954476;-0,935%;4,552%;3,660%;;;
snapshot;2026-03-23T16:02:34.022Z;0058;loser;0057;B03.S01.S01.S03.S02.S01.S01.S01;5;B03.S01.S01.S03.S02.S01.S01.S01 depth5: final try restore DEFAULT_MIN_GALLOPING 6->7;medium;60,971 ms;60,927 ms;57,870 ms;55,055 ms;1,519%;5,085%;0,933534;6,647%;0053;0,974869;2,677%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,921819;0,990014;6,888%;0,933534;0,970333;3,792%;0,992442;0,964443;-2,903%;7/7;0;387,862 ms;1,00%;0;0,970333;0,933534;3,792%;79479,000 ms (79,479 s);79877,000 ms (79,877 s);17991,748 ms (17,992 s);17800,456 ms (17,800 s);54450,316 ms (54,450 s);0,948768;0,974869;2,677%;2,513%;5,123%;;;
snapshot;2026-03-23T16:04:18.361Z;0059;loser;0053;B03.S01.S01.S03.S02.S01.S01.S02;1;B03.S01.S01.S03.S02.S01.S01.S02 depth1: sibling lower BULK_COPY_THRESHOLD 960->896;medium;62,831 ms;65,975 ms;60,204 ms;58,091 ms;0,209%;4,181%;0,957111;4,289%;0053;0,951922;0,467%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,906443;0,952855;4,871%;0,957111;0,917246;-4,346%;0,980409;0,986942;0,662%;7/7;0;414,532 ms;1,00%;0;0,917246;0,957111;-4,346%;79893,000 ms (79,893 s);80318,000 ms (80,318 s);18203,790 ms (18,204 s);18025,394 ms (18,025 s);55077,526 ms (55,078 s);0,947480;0,951922;0,467%;4,808%;5,252%;;;
snapshot;2026-03-23T16:06:03.264Z;0060;loser;0059;B03.S01.S01.S03.S02.S01.S01.S02;2;B03.S01.S01.S03.S02.S01.S01.S02 depth2: lower DEFAULT_MIN_MERGE 68->64 to recover medium;medium;64,717 ms;66,037 ms;60,453 ms;62,475 ms;3,035%;6,588%;0,926377;7,362%;0053;0,929988;1,211%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,877708;0,898089;2,269%;0,926377;0,953033;2,797%;0,953726;0,939732;-1,489%;7/7;0;377,471 ms;1,00%;0;0,953033;0,926377;2,797%;80946,000 ms (80,946 s);81334,000 ms (81,334 s);18096,939 ms (18,097 s);18069,345 ms (18,069 s);55651,746 ms (55,652 s);0,918728;0,929988;1,211%;7,001%;8,127%;;;
snapshot;2026-03-23T16:07:52.913Z;0061;winner;0060;B03.S01.S01.S03.S02.S01.S01.S02;3;B03.S01.S01.S03.S02.S01.S01.S02 depth3: rebalance guardrail with BULK_COPY_THRESHOLD 896->960;medium;63,022 ms;65,609 ms;59,145 ms;61,180 ms;-2,511%;6,151%;0,954849;4,515%;0053;0,972884;3,195%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,893604;0,952039;6,138%;0,954849;0,986727;3,231%;0,979036;0,980238;0,123%;7/7;0;379,092 ms;1,00%;0;0,986727;0,954849;3,231%;80022,000 ms (80,022 s);80412,000 ms (80,412 s);18067,058 ms (18,067 s);18191,944 ms (18,192 s);55201,771 ms (55,202 s);0,941802;0,972884;3,195%;2,712%;5,820%;;;
snapshot;2026-03-23T16:09:35.651Z;0062;loser;0061;B03.S01.S01.S03.S02.S01.S01.S02.S01;1;B03.S01.S01.S03.S02.S01.S01.S02.S01 depth1: from anchor0061 raise DEFAULT_MIN_GALLOPING 7->8;medium;62,452 ms;60,101 ms;59,250 ms;54,994 ms;-0,627%;5,126%;0,957207;4,279%;0061;0,961897;1,475%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,940327;0,922189;-1,967%;0,957207;0,989888;3,301%;0,945664;0,974944;3,003%;7/7;0;364,289 ms;1,00%;0;0,989888;0,957207;3,301%;81211,000 ms (81,211 s);81592,000 ms (81,592 s);18164,780 ms (18,165 s);18457,455 ms (18,457 s);55784,603 ms (55,785 s);0,947707;0,961897;1,475%;3,810%;5,229%;;;
snapshot;2026-03-23T16:11:16.170Z;0063;loser;0062;B03.S01.S01.S03.S02.S01.S01.S02.S01;2;B03.S01.S01.S03.S02.S01.S01.S02.S01 depth2: lower BULK_COPY_THRESHOLD 960->896 to recover quick;medium;61,101 ms;62,900 ms;57,504 ms;60,245 ms;-2,849%;5,887%;0,960097;3,990%;0061;0,956207;-1,935%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,987080;0,946977;-4,235%;0,960097;0,957326;-0,289%;0,977137;0,964397;-1,321%;7/7;0;373,766 ms;1,00%;0;0,957326;0,960097;-0,289%;78998,000 ms (78,998 s);79383,000 ms (79,383 s);17903,637 ms (17,904 s);17734,819 ms (17,735 s);54275,982 ms (54,276 s);0,974707;0,956207;-1,935%;4,379%;2,529%;;;
snapshot;2026-03-23T16:12:55.207Z;0064;loser;0063;B03.S01.S01.S03.S02.S01.S01.S02.S01;3;B03.S01.S01.S03.S02.S01.S01.S02.S01 depth3: restore DEFAULT_MIN_GALLOPING 8->7;medium;63,969 ms;61,668 ms;57,348 ms;53,650 ms;5,308%;10,350%;0,899777;10,022%;0061;0,923138;0,019%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,914171;0,870036;-5,073%;0,899777;0,930288;3,280%;0,955861;0,971953;1,656%;7/7;0;393,820 ms;1,00%;0;0,930288;0,899777;3,280%;80255,000 ms (80,255 s);80658,000 ms (80,658 s);17803,368 ms (17,803 s);17995,680 ms (17,996 s);55176,672 ms (55,177 s);0,922966;0,923138;0,019%;7,686%;7,703%;;;
snapshot;2026-03-23T16:14:46.472Z;0065;loser;0064;B03.S01.S01.S03.S02.S01.S01.S02.S01;4;B03.S01.S01.S03.S02.S01.S01.S02.S01 depth4: raise DEFAULT_MIN_MERGE 64->72 for quick guardrail recovery;medium;62,109 ms;66,793 ms;59,192 ms;61,814 ms;-4,905%;4,697%;0,960336;3,966%;0061;0,960193;-0,838%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,976388;0,949085;-2,877%;0,960336;0,965180;0,502%;0,968058;0,966411;-0,170%;7/7;0;369,350 ms;1,00%;0;0,965180;0,960336;0,502%;79360,000 ms (79,360 s);79742,000 ms (79,742 s);17987,793 ms (17,988 s);17894,462 ms (17,894 s);54532,183 ms (54,532 s);0,968238;0,960193;-0,838%;3,981%;3,176%;;;
snapshot;2026-03-23T16:16:25.808Z;0066;winner;0065;B03.S01.S01.S03.S02.S01.S01.S02.S01;5;B03.S01.S01.S03.S02.S01.S01.S02.S01 depth5: final restore BULK_COPY_THRESHOLD 896->960;medium;62,428 ms;65,421 ms;61,352 ms;57,185 ms;-0,118%;1,724%;0,988588;1,141%;0061;1,008445;3,874%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,944487;1,020989;7,493%;0,988588;1,003696;1,505%;0,975604;1,000769;2,515%;7/7;0;372,851 ms;1,00%;0;1,003696;0,988588;1,505%;80259,000 ms (80,259 s);80653,000 ms (80,653 s);18218,188 ms (18,218 s);18388,727 ms (18,389 s);55313,873 ms (55,314 s);0,969382;1,008445;3,874%;-0,845%;3,062%;;;
snapshot;2026-03-23T16:18:05.542Z;0067;loser;0066;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01;1;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01 depth1: from anchor0066 lower DEFAULT_MIN_MERGE 72->68;medium;61,009 ms;63,983 ms;60,039 ms;62,534 ms;0,890%;1,590%;0,973397;2,660%;0066;0,943336;-1,847%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,957246;0,917549;-4,326%;0,973397;0,970668;-0,281%;0,951767;0,942538;-0,979%;7/7;0;362,244 ms;1,00%;0;0,970668;0,973397;-0,281%;78750,000 ms (78,750 s);79123,000 ms (79,123 s);17924,487 ms (17,924 s);17744,430 ms (17,744 s);54154,407 ms (54,154 s);0,960760;0,943336;-1,847%;5,666%;3,924%;;;
